"","year","vote","work","job","outofwork","turnout"
"1858","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1859","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1860","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1861","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1862","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1863","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1864","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1865","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1866","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1867","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1868","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1869","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1870","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1871","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1872","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1873","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1874","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1875","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1876","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1877","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1878","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1879","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","1. Yes","2. Registered, but did not vote"
"1880","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1881","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1882","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1883","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1884","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","2. Registered, but did not vote"
"1885","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1886","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1887","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1888","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1889","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1890","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","1. Yes","1. Not registered, and did not vote"
"1891","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1892","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1893","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1894","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1895","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1896","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","1. Not registered, and did not vote"
"1897","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1898","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1899","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1900","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1901","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1902","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1903","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1904","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1905","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1906","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1907","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1908","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1909","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1910","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1911","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1912","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1913","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1914","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1915","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1916","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1917","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1918","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1919","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","1. Yes","1. Not registered, and did not vote"
"1920","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1921","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1922","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1923","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1924","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1925","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1926","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1927","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1928","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1929","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1930","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1931","2008","1. Democrat","8. Student","5. Not much at all","5. No","3. Voted (registered)"
"1932","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1933","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1934","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1935","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1936","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1937","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1938","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1939","2008","2. Republican","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"1940","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1941","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1942","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1943","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1944","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1945","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1946","2008","2. Republican","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1947","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1948","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1949","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1950","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1951","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1952","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1953","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1954","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1955","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1956","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1957","2008","2. Republican","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1958","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1959","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1960","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
